pair_id,team_low_id,team_high_id,team_low_code,team_high_code,team_low_name,team_high_name,direct_matches,competitive_matches,friendly_matches,neutral_matches,last_match_date,last_match_score,coverage_status,verification_status,is_group_stage_pair,group_stage_match_no,model_fallback,source_notes
col-ecu,col,ecu,COL,ECU,哥伦比亚,厄瓜多尔,50,36,14,14,2024-11-19T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-egy,col,egy,COL,EGY,哥伦比亚,埃及,2,0,2,1,2018-06-01T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-eng,col,eng,COL,ENG,哥伦比亚,英格兰,6,3,3,3,2018-07-03T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-esp,col,esp,COL,ESP,哥伦比亚,西班牙,4,0,4,1,2024-03-22T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-fra,col,fra,COL,FRA,哥伦比亚,法国,5,2,3,2,2026-03-29T00:00:00Z,1-3,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-ger,col,ger,COL,GER,哥伦比亚,德国,5,1,4,2,2023-06-20T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-gha,col,gha,COL,GHA,哥伦比亚,加纳,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
col-hai,col,hai,COL,HAI,哥伦比亚,海地,4,0,4,1,2009-02-11T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-irn,col,irn,COL,IRN,哥伦比亚,伊朗,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
col-irq,col,irq,COL,IRQ,哥伦比亚,伊拉克,1,0,1,1,2023-06-16T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-jor,col,jor,COL,JOR,哥伦比亚,约旦,1,0,1,1,2014-06-06T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-jpn,col,jpn,COL,JPN,哥伦比亚,日本,6,5,1,3,2023-03-28T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-kor,col,kor,COL,KOR,哥伦比亚,韩国,8,1,7,3,2023-03-24T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-ksa,col,ksa,COL,KSA,哥伦比亚,沙特阿拉伯,2,0,2,1,2022-06-05T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-mar,col,mar,COL,MAR,哥伦比亚,摩洛哥,1,0,1,1,2006-06-04T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-mex,col,mex,COL,MEX,哥伦比亚,墨西哥,29,6,23,18,2025-10-11T00:00:00Z,0-4,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-ned,col,ned,COL,NED,哥伦比亚,荷兰,1,0,1,0,2013-11-19T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-nor,col,nor,COL,NOR,哥伦比亚,挪威,1,0,1,0,1997-10-08T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-nzl,col,nzl,COL,NZL,哥伦比亚,新西兰,2,1,1,2,2025-11-15T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-pan,col,pan,COL,PAN,哥伦比亚,巴拿马,7,5,2,3,2024-07-06T00:00:00Z,5-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-par,col,par,COL,PAR,哥伦比亚,巴拉圭,51,40,11,12,2025-03-25T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-por,col,por,COL,POR,哥伦比亚,葡萄牙,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,71,contextual_fallback,four_independent_sources_checked_no_record
col-qat,col,qat,COL,QAT,哥伦比亚,卡塔尔,1,1,0,1,2019-06-19T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-rsa,col,rsa,COL,RSA,哥伦比亚,南非,1,0,1,0,2010-05-27T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-sco,col,sco,COL,SCO,哥伦比亚,苏格兰,2,1,1,1,1996-05-29T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-sen,col,sen,COL,SEN,哥伦比亚,塞内加尔,3,1,2,2,2018-06-28T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-sui,col,sui,COL,SUI,哥伦比亚,瑞士,4,2,2,3,2007-03-25T00:00:00Z,3-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-swe,col,swe,COL,SWE,哥伦比亚,瑞典,2,1,1,1,1994-02-18T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-tun,col,tun,COL,TUN,哥伦比亚,突尼斯,2,1,1,2,2014-03-05T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-tur,col,tur,COL,TUR,哥伦比亚,土耳其,1,1,0,1,2003-06-28T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-uru,col,uru,COL,URU,哥伦比亚,乌拉圭,47,38,9,13,2024-11-15T00:00:00Z,3-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-usa,col,usa,COL,USA,哥伦比亚,美国,21,8,13,3,2024-06-08T00:00:00Z,1-5,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
col-uzb,col,uzb,COL,UZB,哥伦比亚,乌兹别克斯坦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,24,contextual_fallback,four_independent_sources_checked_no_record
cpv-cro,cpv,cro,CPV,CRO,佛得角,克罗地亚,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-cuw,cpv,cuw,CPV,CUW,佛得角,库拉索,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-cze,cpv,cze,CPV,CZE,佛得角,捷克,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-ecu,cpv,ecu,CPV,ECU,佛得角,厄瓜多尔,1,0,1,1,2022-06-11T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cpv-egy,cpv,egy,CPV,EGY,佛得角,埃及,4,4,0,2,2025-11-17T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cpv-eng,cpv,eng,CPV,ENG,佛得角,英格兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-esp,cpv,esp,CPV,ESP,佛得角,西班牙,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,14,contextual_fallback,four_independent_sources_checked_no_record
cpv-fra,cpv,fra,CPV,FRA,佛得角,法国,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-ger,cpv,ger,CPV,GER,佛得角,德国,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-gha,cpv,gha,CPV,GHA,佛得角,加纳,5,4,1,3,2024-01-14T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cpv-hai,cpv,hai,CPV,HAI,佛得角,海地,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-irn,cpv,irn,CPV,IRN,佛得角,伊朗,1,1,0,1,2025-11-13T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cpv-irq,cpv,irq,CPV,IRQ,佛得角,伊拉克,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-jor,cpv,jor,CPV,JOR,佛得角,约旦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-jpn,cpv,jpn,CPV,JPN,佛得角,日本,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-kor,cpv,kor,CPV,KOR,佛得角,韩国,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-ksa,cpv,ksa,CPV,KSA,佛得角,沙特阿拉伯,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,65,contextual_fallback,four_independent_sources_checked_no_record
cpv-mar,cpv,mar,CPV,MAR,佛得角,摩洛哥,4,3,1,1,2023-06-12T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cpv-mex,cpv,mex,CPV,MEX,佛得角,墨西哥,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-ned,cpv,ned,CPV,NED,佛得角,荷兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-nor,cpv,nor,CPV,NOR,佛得角,挪威,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-nzl,cpv,nzl,CPV,NZL,佛得角,新西兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-pan,cpv,pan,CPV,PAN,佛得角,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-par,cpv,par,CPV,PAR,佛得角,巴拉圭,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-por,cpv,por,CPV,POR,佛得角,葡萄牙,3,0,3,0,2015-03-31T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cpv-qat,cpv,qat,CPV,QAT,佛得角,卡塔尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-rsa,cpv,rsa,CPV,RSA,佛得角,南非,6,6,0,1,2024-02-03T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cpv-sco,cpv,sco,CPV,SCO,佛得角,苏格兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-sen,cpv,sen,CPV,SEN,佛得角,塞内加尔,20,14,6,8,2022-01-25T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cpv-sui,cpv,sui,CPV,SUI,佛得角,瑞士,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-swe,cpv,swe,CPV,SWE,佛得角,瑞典,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-tun,cpv,tun,CPV,TUN,佛得角,突尼斯,4,3,1,1,2024-01-10T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cpv-tur,cpv,tur,CPV,TUR,佛得角,土耳其,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-uru,cpv,uru,CPV,URU,佛得角,乌拉圭,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,37,contextual_fallback,four_independent_sources_checked_no_record
cpv-usa,cpv,usa,CPV,USA,佛得角,美国,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cpv-uzb,cpv,uzb,CPV,UZB,佛得角,乌兹别克斯坦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cro-cuw,cro,cuw,CRO,CUW,克罗地亚,库拉索,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cro-cze,cro,cze,CRO,CZE,克罗地亚,捷克,6,5,1,3,2025-10-09T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-ecu,cro,ecu,CRO,ECU,克罗地亚,厄瓜多尔,1,1,0,1,2002-06-13T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-egy,cro,egy,CRO,EGY,克罗地亚,埃及,2,2,0,1,2024-03-26T00:00:00Z,2-4,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-eng,cro,eng,CRO,ENG,克罗地亚,英格兰,11,9,2,2,2021-06-13T00:00:00Z,1-0,direct_history,verified_from_matches,1,22,direct_h2h,direct_history_from_matches
cro-esp,cro,esp,CRO,ESP,克罗地亚,西班牙,11,7,4,6,2024-06-15T00:00:00Z,3-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-fra,cro,fra,CRO,FRA,克罗地亚,法国,12,9,3,2,2025-03-23T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-ger,cro,ger,CRO,GER,克罗地亚,德国,8,3,5,3,2008-06-12T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-gha,cro,gha,CRO,GHA,克罗地亚,加纳,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,68,contextual_fallback,four_independent_sources_checked_no_record
cro-hai,cro,hai,CRO,HAI,克罗地亚,海地,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cro-irn,cro,irn,CRO,IRN,克罗地亚,伊朗,2,0,2,0,2006-05-28T00:00:00Z,2-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-irq,cro,irq,CRO,IRQ,克罗地亚,伊拉克,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cro-jor,cro,jor,CRO,JOR,克罗地亚,约旦,1,0,1,0,2018-10-15T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-jpn,cro,jpn,CRO,JPN,克罗地亚,日本,4,4,0,3,2022-12-05T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-kor,cro,kor,CRO,KOR,克罗地亚,韩国,7,2,5,2,2013-09-10T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-ksa,cro,ksa,CRO,KSA,克罗地亚,沙特阿拉伯,1,0,1,0,2022-11-16T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-mar,cro,mar,CRO,MAR,克罗地亚,摩洛哥,3,3,0,2,2022-12-17T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-mex,cro,mex,CRO,MEX,克罗地亚,墨西哥,6,3,3,5,2018-03-27T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-ned,cro,ned,CRO,NED,克罗地亚,荷兰,3,2,1,1,2023-06-14T00:00:00Z,2-4,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-nor,cro,nor,CRO,NOR,克罗地亚,挪威,5,2,3,0,2015-09-06T00:00:00Z,2-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-nzl,cro,nzl,CRO,NZL,克罗地亚,新西兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cro-pan,cro,pan,CRO,PAN,克罗地亚,巴拿马,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,46,contextual_fallback,four_independent_sources_checked_no_record
cro-par,cro,par,CRO,PAR,克罗地亚,巴拉圭,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cro-por,cro,por,CRO,POR,克罗地亚,葡萄牙,10,6,4,3,2024-11-18T00:00:00Z,1-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-qat,cro,qat,CRO,QAT,克罗地亚,卡塔尔,1,0,1,0,2009-10-08T00:00:00Z,3-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-rsa,cro,rsa,CRO,RSA,克罗地亚,南非,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cro-sco,cro,sco,CRO,SCO,克罗地亚,苏格兰,8,7,1,0,2024-11-15T00:00:00Z,1-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-sen,cro,sen,CRO,SEN,克罗地亚,塞内加尔,1,0,1,0,2018-06-08T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-sui,cro,sui,CRO,SUI,克罗地亚,瑞士,7,1,6,1,2020-10-07T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-swe,cro,swe,CRO,SWE,克罗地亚,瑞典,6,4,2,0,2020-11-14T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-tun,cro,tun,CRO,TUN,克罗地亚,突尼斯,2,1,1,1,2024-03-23T00:00:00Z,0-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-tur,cro,tur,CRO,TUR,克罗地亚,土耳其,12,10,2,4,2023-10-12T00:00:00Z,0-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-uru,cro,uru,CRO,URU,克罗地亚,乌拉圭,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cro-usa,cro,usa,CRO,USA,克罗地亚,美国,1,0,1,0,1990-10-17T00:00:00Z,2-1,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cro-uzb,cro,uzb,CRO,UZB,克罗地亚,乌兹别克斯坦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-cze,cuw,cze,CUW,CZE,库拉索,捷克,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-ecu,cuw,ecu,CUW,ECU,库拉索,厄瓜多尔,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,34,contextual_fallback,four_independent_sources_checked_no_record
cuw-egy,cuw,egy,CUW,EGY,库拉索,埃及,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-eng,cuw,eng,CUW,ENG,库拉索,英格兰,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-esp,cuw,esp,CUW,ESP,库拉索,西班牙,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-fra,cuw,fra,CUW,FRA,库拉索,法国,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-ger,cuw,ger,CUW,GER,库拉索,德国,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,1,10,contextual_fallback,four_independent_sources_checked_no_record
cuw-gha,cuw,gha,CUW,GHA,库拉索,加纳,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-hai,cuw,hai,CUW,HAI,库拉索,海地,26,18,8,6,2025-06-10T00:00:00Z,1-5,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cuw-irn,cuw,irn,CUW,IRN,库拉索,伊朗,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-irq,cuw,irq,CUW,IRQ,库拉索,伊拉克,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-jor,cuw,jor,CUW,JOR,库拉索,约旦,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-jpn,cuw,jpn,CUW,JPN,库拉索,日本,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-kor,cuw,kor,CUW,KOR,库拉索,韩国,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-ksa,cuw,ksa,CUW,KSA,库拉索,沙特阿拉伯,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-mar,cuw,mar,CUW,MAR,库拉索,摩洛哥,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-mex,cuw,mex,CUW,MEX,库拉索,墨西哥,7,7,0,5,2017-07-16T00:00:00Z,0-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cuw-ned,cuw,ned,CUW,NED,库拉索,荷兰,6,0,6,0,1962-09-05T00:00:00Z,8-0,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
cuw-nor,cuw,nor,CUW,NOR,库拉索,挪威,0,0,0,0,,,confirmed_no_meeting,confirmed_four_sources_no_match,0,,contextual_fallback,four_independent_sources_checked_no_record
cuw-nzl,cuw,nzl,CUW,NZL,库拉索,新西兰,1,0,1,1,2021-10-09T00:00:00Z,1-2,direct_history,verified_from_matches,0,,direct_h2h,direct_history_from_matches
